source,image_path,sex,height,weight,bmi,x1,y1,x2,y2,confidence,image_width,image_height,image_area,bbox_width,bbox_height,bbox_area,bbox_ratio,has_human
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000501_F_24_162560_6577090.jpg,0.0,1.6256,65.7709,24.8889,23,4,597,1258,0.9934821724891663,606,1288,780528,574,1254,719796,0.9221911321566939,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000504_M_23_180340_7597673.jpg,1.0,1.8034,75.97673,23.3613,256,87,3019,5313,0.9987269043922424,3056,5421,16566576,2763,5226,14439438,0.8716006252589551,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000506_M_23_175260_6667807.png,1.0,1.7526,66.67807,21.7079,14,0,518,1660,0.9941031336784363,527,1677,883779,504,1660,836640,0.9466620048677328,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000510_M_24_170180_9525440.jpg,1.0,1.7018,95.2544,32.8903,26,0,1781,3448,0.9744905829429626,1804,3829,6907516,1755,3448,6051240,0.876037058763237,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000511_M_24_175260_7030682.png,1.0,1.7526,70.30682,22.8893,63,0,837,1760,0.9941256046295166,866,1766,1529356,774,1760,1362240,0.8907278619235809,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000511_M_24_175260_8981130.png,1.0,1.7526,89.8113,29.2392,13,17,853,1773,0.9990857839584351,874,1803,1575822,840,1756,1475040,0.9360448070911562,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000514_M_24_187960_15059268.png,1.0,1.8796,150.59268,42.6258,16,33,882,1568,0.9979959726333618,905,1591,1439855,866,1535,1329310,0.9232249080636592,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000514_M_24_187960_7801788.png,1.0,1.8796,78.01788,22.0833,25,0,677,1507,0.9931723475456238,677,1517,1027009,652,1507,982564,0.9567238456527645,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000516_M_24_190500_10886218.png,1.0,1.905,108.86218,29.9976,53,0,505,1164,0.9982275366783142,520,1164,605280,452,1164,526128,0.8692307692307693,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000518_M_25_193040_14288161.png,1.0,1.9304,142.88161,38.3426,41,41,588,1115,0.9912245869636536,588,1145,673260,547,1074,587478,0.8725871134479993,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000526_M_27_180340_10115111.png,1.0,1.8034,101.15111,31.1019,58,0,1421,2998,0.9945927262306213,1473,3015,4441095,1363,2998,4086274,0.9201050641789918,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000534_F_15_162560_6577090.jpg,0.0,1.6256,65.7709,24.8889,6,0,320,889,0.9979800581932068,347,893,309871,314,889,279146,0.9008458358478205,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000535_M_29_175260_16556123.png,1.0,1.7526,165.56123,53.9005,17,0,807,1781,0.9982165694236755,839,1782,1495098,790,1781,1406990,0.9410687459952458,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000535_M_29_175260_9752237.png,1.0,1.7526,97.52237,31.7496,3,11,660,1822,0.9978058934211731,703,1866,1311798,657,1811,1189827,0.9070199832596177,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000536_M_30_175260_16556123.png,1.0,1.7526,165.56123,53.9005,107,17,1031,2165,0.997825026512146,1072,2178,2334816,924,2148,1984752,0.850067842605156,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000537_M_30_187960_14152082.jpg,1.0,1.8796,141.52082,40.058,197,6,2171,4521,0.9970111846923828,2202,4567,10056534,1974,4515,8912610,0.8862506704596236,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000538_F_27_162560_8164663.jpg,0.0,1.6256,81.64663,30.8966,48,7,879,1950,0.9738602042198181,895,1950,1745250,831,1943,1614633,0.9251585732703052,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000540_M_31_185420_8391459.png,1.0,1.8542,83.91459,24.4076,8,6,275,945,0.9912469983100891,312,1078,336336,267,939,250713,0.7454242186385044,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000545_F_27_172720_9162566.jpg,0.0,1.7272,91.62566,30.7137,0,14,946,1564,0.9839449524879456,963,1806,1739178,946,1550,1466300,0.8430994412302824,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000546_M_33_165100_9616159.png,1.0,1.651,96.16159,35.2783,12,65,906,1144,0.9946824908256531,1007,1853,1865971,894,1079,964626,0.516956587213842,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000547_M_33_172720_13335617.jpg,1.0,1.7272,133.35617,44.7021,15,0,569,1395,0.9671378135681152,581,1440,836640,554,1395,772830,0.9237306368330465,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000547_M_33_172720_8618256.jpg,1.0,1.7272,86.18256,28.8891,21,0,518,1067,0.9967857599258423,555,1069,593295,497,1067,530299,0.8938201063551858,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000549_M_34_185420_10886218.jpg,1.0,1.8542,108.86218,31.6639,31,1,520,1166,0.9967458248138428,530,1333,706490,489,1165,569685,0.806359608770117,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000550_M_34_185420_9071848.jpg,1.0,1.8542,90.71848,26.3866,28,0,1757,4591,0.9894745349884033,1945,4591,8929495,1729,4591,7937839,0.8889460154241645,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000554_F_25_172720_7484274.png,0.0,1.7272,74.84274,25.0879,11,0,463,1005,0.9733946323394775,490,1005,492450,452,1005,454260,0.9224489795918367,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000557_M_36_182880_9117207.jpg,1.0,1.8288,91.17207,27.2602,22,0,636,1703,0.9890909790992737,729,1759,1282311,614,1703,1045642,0.8154355690624193,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000558_M_33_172720_8740726.jpg,1.0,1.7272,87.40726,29.2996,7,7,307,955,0.989860475063324,310,955,296050,300,948,284400,0.9606485390981253,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000559_M_37_180340_13925287.jpg,1.0,1.8034,139.25287,42.8174,0,45,725,1623,0.9985381364822388,727,1631,1185737,725,1578,1144050,0.9648429626468601,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000561_M_39_193040_11022295.png,1.0,1.9304,110.22295,29.5786,32,17,646,1301,0.9930222630500793,671,1454,975634,614,1284,788376,0.8080653195768085,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000563_M_33_187960_8482178.jpg,1.0,1.8796,84.82178,24.0091,68,88,1058,2851,0.9981631636619568,1216,2887,3510592,990,2763,2735370,0.7791762756822781,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000565_F_26_160020_6667807.jpg,0.0,1.6002,66.67807,26.0396,4,0,421,937,0.9967886209487915,436,937,408532,417,937,390729,0.9564220183486238,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000570_F_26_162560_8346100.jpg,0.0,1.6256,83.461,31.5832,0,7,495,638,0.9876155257225037,499,940,469060,495,631,312345,0.6658956210292927,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000571_M_34_177800_13834567.jpg,1.0,1.778,138.34567,43.7625,52,5,975,2293,0.9986438155174255,979,2293,2244847,923,2288,2111824,0.9407429548650754,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000574_F_28_162560_6849245.jpg,0.0,1.6256,68.49245,25.9188,6,70,248,862,0.9417110085487366,264,863,227832,242,792,191664,0.8412514484356894,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000575_F_18_170180_6667807.jpg,0.0,1.7018,66.67807,23.0232,9,0,226,602,0.9633995294570923,240,628,150720,217,602,130634,0.8667330148619957,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000576_M_34_182880_16329326.jpg,1.0,1.8288,163.29326,48.8243,17,0,1119,2789,0.9993054866790771,1154,2842,3279668,1102,2789,3073478,0.9371308315353871,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000577_M_34_182880_17018787.jpg,1.0,1.8288,170.18787,50.8857,88,14,965,1978,0.9994888305664062,1037,2013,2087481,877,1964,1722428,0.8251227196798437,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000580_F_30_170180_7983226.jpg,0.0,1.7018,79.83226,27.5652,28,0,1148,2638,0.992490828037262,1275,2648,3376200,1120,2638,2954560,0.8751140335288193,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000582_F_18_165100_6667807.jpg,0.0,1.651,66.67807,24.4618,2,2,320,880,0.998781144618988,336,917,308112,318,878,279204,0.9061769746066366,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000583_F_30_167640_13108820.jpg,0.0,1.6764,131.0882,46.6453,6,0,755,1819,0.9918491840362549,770,1951,1502270,749,1819,1362431,0.9069148688318345,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000583_F_30_167640_6803886.jpg,0.0,1.6764,68.03886,24.2104,11,0,930,1661,0.9883775115013123,930,1717,1596810,919,1661,1526459,0.9559427859294468,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000588_F_21_167640_6803886.jpg,0.0,1.6764,68.03886,24.2104,8,8,555,1327,0.9943484663963318,569,1558,886502,547,1319,721493,0.8138650561420053,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000589_M_36_185420_10432625.jpg,1.0,1.8542,104.32625,30.3445,10,8,789,1592,0.9945419430732727,800,1914,1531200,779,1584,1233936,0.8058620689655173,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000591_F_33_162560_9298644.jpg,0.0,1.6256,92.98644,35.1878,39,19,538,949,0.9911068081855774,546,1191,650286,499,930,464070,0.7136398446222124,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000595_M_37_193040_13789209.jpg,1.0,1.9304,137.89209,37.0037,55,26,1669,2539,0.9926072359085083,1718,3474,5968332,1614,2513,4055982,0.6795838435261309,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000596_M_37_195580_9842955.jpg,1.0,1.9558,98.42955,25.7322,6,0,367,797,0.9892919659614563,371,797,295687,361,797,287717,0.9730458221024259,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000599_F_31_157480_6803886.jpg,0.0,1.5748,68.03886,27.4351,4,0,586,1897,0.9887101054191589,590,1920,1132800,582,1897,1104054,0.9746239406779661,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000608_F_29_170180_12972743.jpg,0.0,1.7018,129.72743,44.7935,10,30,611,1767,0.9973255395889282,631,1767,1114977,601,1737,1043937,0.9362856812292989,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000613_M_40_180340_8391459.jpg,1.0,1.8034,83.91459,25.802,1,3,757,1086,0.9393568634986877,819,1098,899262,756,1083,818748,0.9104665825977302,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000616_M_41_170180_8754333.jpg,1.0,1.7018,87.54333,30.2278,86,199,869,1614,0.9955466985702515,869,1626,1412994,783,1415,1107945,0.7841116098157529,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000623_F_25_165100_5896701.jpg,0.0,1.651,58.96701,21.6329,13,0,377,884,0.9904817938804626,396,894,354024,364,884,321776,0.9089101303866405,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000625_M_41_187960_12927383.png,1.0,1.8796,129.27383,36.5915,7,0,433,970,0.9914793372154236,472,970,457840,426,970,413220,0.902542372881356,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000626_F_19_162560_9298644.jpg,0.0,1.6256,92.98644,35.1878,11,41,409,1015,0.9894075989723206,424,1016,430784,398,974,387652,0.8998755756945476,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000627_F_23_154940_6803886.jpg,0.0,1.5494,68.03886,28.342,28,0,724,1783,0.9971146583557129,724,1810,1310440,696,1783,1240968,0.9469857452458716,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000628_F_24_152400_5216313.jpg,0.0,1.524,52.16313,22.4592,9,11,204,424,0.9949371814727783,205,481,98605,195,413,80535,0.8167435728411339,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000629_F_27_170180_8391459.jpg,0.0,1.7018,83.91459,28.9748,4,0,498,1206,0.9776155352592468,506,1206,610236,494,1206,595764,0.9762845849802372,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000633_F_20_172720_6803886.jpg,0.0,1.7272,68.03886,22.8072,34,0,745,1540,0.9877606630325317,751,1543,1158793,711,1540,1094940,0.9448969746969476,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000634_F_25_162560_6803886.jpg,0.0,1.6256,68.03886,25.7472,22,0,270,664,0.9553911089897156,274,680,186320,248,664,164672,0.8838127951910691,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000638_F_28_160020_6087210.jpg,0.0,1.6002,60.8721,23.7722,5,0,266,719,0.9730069041252136,269,719,193411,261,719,187659,0.9702602230483272,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000641_F_23_170180_9979033.jpg,0.0,1.7018,99.79033,34.4565,0,87,76,245,0.9670559763908386,335,1012,339020,76,158,12008,0.03541973924842192,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000642_F_25_160020_6803886.jpg,0.0,1.6002,68.03886,26.571,35,0,829,1853,0.9950546026229858,829,1855,1537795,794,1853,1471282,0.956747810989111,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000643_M_48_172720_10568703.png,1.0,1.7272,105.68703,35.4272,4,14,369,678,0.9902012944221497,373,808,301384,365,664,242360,0.8041568231890213,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000643_M_48_172720_9797596.png,1.0,1.7272,97.97596,32.8424,3,7,390,721,0.9960576295852661,418,809,338162,387,714,276318,0.8171172396661955,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000644_F_30_177800_9752237.jpg,0.0,1.778,97.52237,30.849,2,326,787,1843,0.9777390360832214,893,1851,1652943,785,1517,1190845,0.7204392407965671,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000654_F_20_157480_6803886.jpg,0.0,1.5748,68.03886,27.4351,18,0,332,1037,0.9964307546615601,348,1060,368880,314,1037,325618,0.8827206679679028,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000655_F_31_170180_6803886.jpg,0.0,1.7018,68.03886,23.4931,18,0,530,1492,0.9976789355278015,534,1492,796728,512,1492,763904,0.9588014981273408,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000658_F_22_165100_6803886.jpg,0.0,1.651,68.03886,24.9611,13,13,341,840,0.9914624094963074,346,910,314860,328,827,271256,0.8615130534205678,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000661_F_24_175260_6803886.jpg,0.0,1.7526,68.03886,22.1509,28,0,826,1837,0.9904876351356506,829,1837,1522873,798,1837,1465926,0.962605548854041,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000662_F_17_152400_4853439.jpg,0.0,1.524,48.53439,20.8968,0,3,290,746,0.9782344698905945,292,746,217832,290,743,215470,0.989156781372801,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000664_F_21_162560_6803886.jpg,0.0,1.6256,68.03886,25.7472,17,0,354,646,0.9882822632789612,360,661,237960,337,646,217702,0.9148680450495882,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000665_F_24_160020_6803886.jpg,0.0,1.6002,68.03886,26.571,83,0,825,1523,0.9942474365234375,833,1528,1272824,742,1523,1130066,0.8878415240441726,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000667_F_20_149860_5896701.jpg,0.0,1.4986,58.96701,26.2565,0,10,224,626,0.9600015878677368,225,711,159975,224,616,137984,0.8625347710579778,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000668_F_29_167640_6803886.jpg,0.0,1.6764,68.03886,24.2104,2,27,1227,2243,0.9736566543579102,1279,2592,3315168,1225,2216,2714600,0.8188423633432755,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000668_F_29_167640_8391459.jpg,0.0,1.6764,83.91459,29.8595,21,38,1221,1917,0.9532338976860046,1279,2849,3643871,1200,1879,2254800,0.6187924874398683,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000671_F_28_172720_12337713.jpg,0.0,1.7272,123.37713,41.357,31,5,776,1638,0.9923094511032104,789,1651,1302639,745,1633,1216585,0.933938719783455,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000671_F_28_172720_6894604.jpg,0.0,1.7272,68.94604,23.1113,51,0,802,1703,0.9737039804458618,824,1897,1563128,751,1703,1278953,0.8182010686264977,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000672_F_24_154940_6894604.jpg,0.0,1.5494,68.94604,28.7199,7,0,867,2740,0.9919590950012207,872,2740,2389280,860,2740,2356400,0.9862385321100917,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000674_F_24_165100_6894604.jpg,0.0,1.651,68.94604,25.2939,53,0,988,2619,0.9944363832473755,1036,2619,2713284,935,2619,2448765,0.9025096525096525,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000678_F_27_157480_8255382.jpg,0.0,1.5748,82.55382,33.2879,13,4,410,850,0.9946280121803284,427,886,378322,397,846,335862,0.8877675630811848,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000681_F_32_157480_6917283.jpg,0.0,1.5748,69.17283,27.8923,3,0,382,983,0.9935234785079956,411,983,404013,379,983,372557,0.9221411192214112,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000682_F_37_167640_8618256.jpg,0.0,1.6764,86.18256,30.6665,51,4,676,1891,0.99504154920578,775,1924,1491100,625,1887,1179375,0.7909429280397022,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000683_F_22_165100_5669905.jpg,0.0,1.651,56.69905,20.8009,27,0,865,1937,0.9751297235488892,934,1937,1809158,838,1937,1623206,0.8972162740899358,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000684_F_19_170180_6894604.jpg,0.0,1.7018,68.94604,23.8063,31,0,692,1866,0.9829166531562805,721,1947,1403787,661,1866,1233426,0.8786418452372048,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000686_F_21_167640_6894604.jpg,0.0,1.6764,68.94604,24.5332,8,9,413,666,0.9880651831626892,418,986,412148,405,657,266085,0.6456054621155507,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000688_F_21_172720_9752237.png,0.0,1.7272,97.52237,32.6903,32,0,1571,3542,0.9840081930160522,1719,3645,6265755,1539,3542,5451138,0.8699890116993084,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000691_F_16_165100_7030682.jpg,0.0,1.651,70.30682,25.7931,130,37,669,1122,0.9421778321266174,708,1401,991908,539,1085,584815,0.589585929340221,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000692_F_37_154940_7030682.jpg,0.0,1.5494,70.30682,29.2867,0,0,426,1132,0.9641072154045105,426,1371,584046,426,1132,482232,0.825674690007294,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000694_F_20_165100_17009715.jpg,0.0,1.651,170.09715,62.4026,24,0,522,1540,0.9777958989143372,533,1540,820820,498,1540,766920,0.9343339587242027,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000695_F_19_170180_7030682.jpg,0.0,1.7018,70.30682,24.2762,55,34,582,1398,0.9485106468200684,591,1398,826218,527,1364,718828,0.8700221975314021,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000697_F_25_162560_7030682.jpg,0.0,1.6256,70.30682,26.6054,38,158,698,1428,0.9916606545448303,734,1441,1057694,660,1270,838200,0.7924787320340287,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000698_F_23_167640_6078138.jpg,0.0,1.6764,60.78138,21.6279,35,34,983,1791,0.9614885449409485,994,1953,1941282,948,1757,1665636,0.8580082646416132,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000706_F_22_152400_5261672.jpg,0.0,1.524,52.61672,22.6545,48,4,715,1752,0.9648053050041199,720,1976,1422720,667,1748,1165916,0.8194978632478632,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000708_F_23_166370_5624546.jpg,0.0,1.6637,56.24546,20.3206,6,12,774,1709,0.9831501841545105,808,1745,1409960,768,1697,1303296,0.9243496269397713,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000708_F_23_166370_6123497.jpg,0.0,1.6637,61.23497,22.1233,4,0,724,1757,0.9692790508270264,735,1793,1317855,720,1757,1265040,0.9599235120707513,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000711_F_24_167640_5443109.jpg,0.0,1.6764,54.43109,19.3683,113,138,1256,2062,0.9923220276832581,1258,2217,2788986,1143,1924,2199132,0.7885059301122344,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000711_F_24_167640_7030682.jpg,0.0,1.6764,70.30682,25.0174,0,26,989,1633,0.9848620891571045,1024,2400,2457600,989,1607,1589323,0.6466971842447916,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000712_M_22_152400_4649322.png,1.0,1.524,46.49322,20.018,23,2,232,483,0.9953137636184692,239,588,140532,209,481,100529,0.715345971024393,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000713_F_29_170180_7030682.jpg,0.0,1.7018,70.30682,24.2762,35,23,356,1196,0.9967535138130188,403,1210,487630,321,1173,376533,0.772169472755983,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000714_F_21_157480_6123497.jpg,0.0,1.5748,61.23497,24.6916,16,13,664,1245,0.9876486659049988,711,1280,910080,648,1232,798336,0.8772151898734177,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000715_F_20_172720_7257478.jpg,0.0,1.7272,72.57478,24.3277,14,25,241,573,0.9920617341995239,251,582,146082,227,548,124396,0.8515491299407182,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000717_F_24_172720_7030682.jpg,0.0,1.7272,70.30682,23.5674,0,69,891,2216,0.9497934579849243,907,2216,2009912,891,2147,1912977,0.9517715203451693,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000717_F_24_172720_8164663.jpg,0.0,1.7272,81.64663,27.3686,18,161,849,2145,0.9879932403564453,977,2145,2095665,831,1984,1648704,0.7867211601090823,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000718_F_30_162560_8935770.jpg,0.0,1.6256,89.3577,33.8146,80,0,1190,2866,0.9861815571784973,1221,2876,3511596,1110,2866,3181260,0.9059299532178531,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000719_F_32_160020_11566606.jpg,0.0,1.6002,115.66606,45.1708,8,13,242,505,0.9979851245880127,262,509,133358,234,492,115128,0.8633002894464524,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000721_F_32_167640_7121401.jpg,0.0,1.6764,71.21401,25.3402,79,8,598,1403,0.9900571703910828,658,1738,1143604,519,1395,724005,0.6330906502600551,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000722_F_29_157480_7121401.jpg,0.0,1.5748,71.21401,28.7154,52,49,1091,2790,0.997607946395874,1091,2790,3043890,1039,2741,2847899,0.9356116679643482,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000722_F_29_157480_8391459.jpg,0.0,1.5748,83.91459,33.8366,133,32,1095,2747,0.9923251867294312,1142,2879,3287818,962,2715,2611830,0.7943961618313422,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000724_F_27_167640_6078138.jpg,0.0,1.6764,60.78138,21.6279,48,0,769,2107,0.9892003536224365,782,2550,1994100,721,2107,1519147,0.7618208715711349,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000726_F_23_165100_8119304.jpg,0.0,1.651,81.19304,29.7869,25,0,773,1637,0.9924148917198181,790,1637,1293230,748,1637,1224476,0.9468354430379747,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000731_F_23_167640_7121401.jpg,0.0,1.6764,71.21401,25.3402,43,71,711,1704,0.9817190766334534,724,1737,1257588,668,1633,1090844,0.8674096763009825,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000735_F_22_162560_6032779.jpg,0.0,1.6256,60.32779,22.8292,111,12,538,924,0.9944508075714111,1463,3754,5492102,427,912,389424,0.07090618491790575,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000737_F_29_170180_7484274.jpg,0.0,1.7018,74.84274,25.8424,0,35,312,766,0.9979243278503418,317,768,243456,312,731,228072,0.9368099369085173,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000741_F_24_162560_7121401.jpg,0.0,1.6256,71.21401,26.9487,37,0,389,908,0.9996065497398376,395,920,363400,352,908,319616,0.879515685195377,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000741_F_24_162560_8119304.jpg,0.0,1.6256,81.19304,30.725,9,0,395,908,0.9936708211898804,408,908,370464,386,908,350488,0.946078431372549,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000742_F_38_162560_7801788.jpg,0.0,1.6256,78.01788,29.5234,6,0,409,829,0.9344679713249207,418,829,346522,403,829,334087,0.9641148325358851,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000745_F_21_167640_5896701.jpg,0.0,1.6764,58.96701,20.9823,95,0,433,952,0.9959593415260315,506,1013,512578,338,952,321776,0.6277600677360323,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000745_F_21_167640_7298302.jpg,0.0,1.6764,72.98302,25.9697,8,0,451,974,0.9972115159034729,562,989,555818,443,974,431482,0.7763008754664297,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000746_F_27_157480_8164663.jpg,0.0,1.5748,81.64663,32.9221,15,0,526,1313,0.9852966666221619,535,1395,746325,511,1313,670943,0.8989957458211905,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000749_F_40_175260_7257478.jpg,0.0,1.7526,72.57478,23.6276,23,83,539,1414,0.9944432377815247,544,1710,930240,516,1331,686796,0.7382997936016512,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000749_F_40_175260_9434722.jpg,0.0,1.7526,94.34722,30.7159,22,0,468,1535,0.9665836095809937,479,1599,765921,446,1535,684610,0.8938389207242,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000751_F_28_162560_11566606.jpg,0.0,1.6256,115.66606,43.7702,11,0,989,1974,0.948020875453949,1048,2025,2122200,978,1974,1930572,0.9097031382527566,True
2DImage2BMI,/workspace/dataset/2DImage2BMI/Image_test/000755_F_28_167640_5443109.jpg,0.0,1.6764,54.43109,19.3683,8,3,321,762,0.9957101345062256,322,891,286902,313,759,237567,0.828042328042328,True
