source,image_path,x1,y1,x2,y2,confidence
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1737_5.10h_55w_female_27a.png,122,42,292,615,0.9969051480293274
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1738_5.7h_53w_female_25a.png,171,38,382,603,0.9997835755348206
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1739_6h_76w_male_34a.png,133,55,320,611,0.9996182918548584
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/173_5.9h_76w_male_46a.png,98,4,307,606,0.9988917708396912
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1740_5.3h_51w_female_25a.png,91,26,347,615,0.9986382126808167
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1741_5.4h_58w_female_37a.png,185,40,407,609,0.9991769194602966
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1742_5.4h_57w_female_35a.png,139,14,362,628,0.999326229095459
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1743_5.8h_58w_female_32a.png,152,16,345,584,0.9992647767066956
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1744_5.10h_56w_female_33a.png,202,7,416,891,0.998524010181427
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1745_5.6h_55w_female_31a.png,171,14,328,578,0.9935153722763062
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1746_5.11h_74w_male_44a.png,113,21,291,587,0.9993589520454407
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1747_5.5h_52w_female_40a.png,140,4,302,609,0.9990845918655396
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1748_5.9h_73w_male_42a.png,132,34,337,600,0.9701434373855591
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1749_5.11h_76w_male_45a.png,132,12,332,636,0.9992664456367493
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/174_5.1h_59w_female_39a.png,64,7,248,475,0.9885140061378479
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1750_5.8h_70w_male_29a.png,117,15,283,560,0.9989954829216003
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1751_5.10h_57w_female_32a.png,154,20,315,615,0.9917145371437073
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1752_6.1h_80w_male_38a.png,161,43,328,575,0.9996963739395142
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1753_5.3h_62w_female_37a.png,143,6,365,623,0.9985478520393372
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1754_5.9h_58w_female_39a.png,86,23,289,590,0.9993299245834351
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1755_5.9h_54w_female_40a.png,174,22,341,590,0.9931017160415649
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1756_5.10h_55w_female_37a.png,106,40,328,598,0.9984675049781799
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1757_5.10h_59w_female_36a.png,123,32,338,629,0.9784466624259949
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1758_5.2h_51w_female_28a.png,111,29,304,604,0.9994531273841858
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1759_6h_75w_male_35a.png,147,27,332,567,0.9983909130096436
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/175_5.7h_73w_male_31a.png,95,0,280,603,0.9988190531730652
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1760_5.10h_68w_female_33a.png,114,16,313,582,0.9993971586227417
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1761_5.5h_58w_female_26a.png,163,26,321,582,0.9924178123474121
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1762_5.5h_51w_female_28a.png,122,13,275,561,0.9989608526229858
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1763_5.8h_55w_female_37a.png,148,28,333,623,0.9974040389060974
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1764_5.5h_54w_female_45a.png,75,14,319,631,0.9969505071640015
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1765_5.11h_59w_female_48a.png,236,63,382,581,0.9960359930992126
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1766_5.10h_56w_female_36a.png,110,59,341,581,0.9874796271324158
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1767_5.10h_55w_female_37a.png,142,15,342,628,0.9991377592086792
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1768_5.9h_69w_male_35a.png,151,26,338,593,0.9968036413192749
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1769_6.1h_78w_male_34a.png,130,50,307,597,0.9995039701461792
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/176_6.3h_86w_male_42a.png,69,18,213,555,0.9996722936630249
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1770_5.9h_73w_male_31a.png,148,1,320,591,0.9995875954627991
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1771_5.8h_65w_male_29a.jpg,152,19,349,592,0.9993855953216553
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1772_5.7h_54w_female_38a.png,153,42,357,596,0.9989414811134338
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1773_5.2h_53w_female_35a.png,147,31,317,627,0.9988601207733154
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1774_5.2h_48w_female_38a.png,125,20,335,639,0.9993409514427185
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1775_5.8h_82w_male_32a.png,133,43,317,587,0.9995068311691284
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1776_5.9h_64w_male_30a.png,149,52,326,606,0.9985373020172119
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1777_5.5h_56w_female_37a.png,180,31,332,584,0.9991316199302673
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1778_5.7h_56w_female_32a.png,114,5,324,594,0.9995613694190979
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1779_5.6h_54w_female_31a.png,125,14,298,620,0.997495710849762
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/177_6.6h_120w_male_34a.png,74,0,245,604,0.9973973035812378
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1780_5.7h_58w_female_34a.png,136,30,322,589,0.9914279580116272
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1781_5.6h_55w_female_43a.png,126,66,212,374,0.9957068562507629
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1782_5.5h_54w_female_49a.png,182,2,384,754,0.9964665174484253
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1783_6h_77w_male_36a.png,168,16,394,753,0.9997263550758362
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1784_6h_79w_male_45a.png,176,38,409,776,0.9991011619567871
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1785_5.9h_71w_male_36a.png,164,35,386,784,0.9995211362838745
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1786_5.11h_72w_male_30a.png,177,32,404,805,0.9997712969779968
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1787_5.6h_54w_female_39a.png,203,29,386,796,0.9975795149803162
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1788_5.10h_81w_male_37a.png,185,46,376,669,0.9995081424713135
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1789_5.11h_65w_male_26a.png,197,35,420,789,0.9996744394302368
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/178_5.6h_50w_female_25a.png,105,0,308,636,0.9972758889198303
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1790_5.7h_55w_female_36a.png,161,27,365,787,0.9981420040130615
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1791_5.8h_72w_female_39a.png,169,66,265,380,0.998830258846283
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1792_5.7h_61w_female_37a.png,155,47,376,682,0.9994068145751953
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1793_5.10h_72w_male_31a.png,121,14,365,764,0.9989960789680481
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1794_5.2h_49w_female_32a.png,122,23,292,530,0.9997735619544983
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1795_5.3h_50w_female_26a.png,158,29,401,783,0.997497022151947
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1796_5.8h_60w_female_31a.png,125,15,265,547,0.9972367286682129
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1797_5.10h_58w_female_37a.png,145,0,331,730,0.9979490637779236
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1798_4.12h_49w_female_29a.png,149,35,356,728,0.9815549254417419
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1799_5.6h_100w_male_53a.png,110,5,510,695,0.9944170713424683
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/179_5.4h_60w_female_35a.png,92,0,271,602,0.9974027276039124
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/17_5.5h_47w_female_32a.png,49,6,298,598,0.998410701751709
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1800_6.2h_88w_male_30a.png,114,33,359,781,0.9996457099914551
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1801_5.9h_57w_male_25a.png,148,32,351,620,0.9990338087081909
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1802_5.10h_77w_male_35a.png,141,32,369,783,0.9987010955810547
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1803_6h_78w_male_42a.png,174,34,394,781,0.9997015595436096
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1804_5.8h_54w_female_40a.png,129,59,214,379,0.998445451259613
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1805_5.3h_54w_female_31a.png,175,48,317,567,0.999178946018219
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1806_6.4h_78w_male_35a.png,115,52,323,650,0.9996953010559082
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1807_5.4h_57w_female_48a.png,160,44,435,789,0.9995057582855225
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1808_5.2h_50w_female_34a.png,174,41,417,785,0.9994499087333679
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1809_5.6h_67w_female_27a.png,152,39,414,792,0.9987236857414246
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/180_6.3h_91w_male_40a.png,96,2,282,591,0.9994019269943237
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1810_5.7h_60w_female_35a.png,121,18,311,770,0.9985802173614502
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1811_5.2h_56w_female_33a.png,99,54,219,371,0.9995322227478027
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1812_5.2h_52w_female_37a.png,161,35,351,748,0.9959172606468201
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1813_5.5h_54w_female_34a.png,147,33,347,787,0.9992996454238892
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1814_6h_77w_male_34a.png,123,32,367,791,0.9997361302375793
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1815_5.8h_59w_male_35a.png,165,23,384,763,0.9996907711029053
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1816_5.5h_53w_female_36a.png,129,89,237,408,0.9997811913490295
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1817_5.9h_74w_male_36a.png,132,45,326,557,0.9996191263198853
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1818_5.10h_58w_female_33a.png,174,39,401,786,0.9993851184844971
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1819_5.8h_56w_female_39a.png,87,51,174,361,0.9993336796760559
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/181_6.5h_119w_male_51a.png,74,20,307,616,0.9986782670021057
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1820_5.1h_51w_female_38a.png,129,34,368,792,0.9990875720977783
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1821_5.10h_59w_female_26a.png,61,5,275,562,0.9985485672950745
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1822_5.11h_55w_female_44a.png,129,20,339,781,0.9989011287689209
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1823_5.7h_54w_female_30a.png,116,50,282,571,0.9989851117134094
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1824_5.2h_51w_female_30a.png,163,32,407,778,0.9991183876991272
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1825_6h_76w_male_37a.png,186,40,405,788,0.9993013143539429
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1826_5.8h_57w_female_30a.png,59,36,263,591,0.9979673027992249
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1827_5.7h_54w_female_34a.png,117,11,318,630,0.9987413287162781
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1828_5.9h_66w_male_53a.png,141,25,365,779,0.9981142282485962
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1829_5.6h_57w_female_29a.png,191,32,380,785,0.9991315007209778
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/182_5.7h_55w_female_40a.png,85,0,256,597,0.9987412095069885
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1830_5.5h_55w_female_49a.png,173,52,339,704,0.99906986951828
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1831_5.4h_56w_female_31a.png,174,24,414,758,0.9989513158798218
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1832_5.4h_53w_female_28a.png,171,34,386,772,0.9993904829025269
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1833_5.4h_47w_female_38a.png,133,38,313,675,0.99842369556427
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1834_5.6h_56w_female_49a.png,174,36,370,779,0.9992172718048096
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1835_5.3h_52w_female_32a.png,159,21,356,767,0.9971132278442383
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1836_5.4h_49w_female_29a.png,101,3,213,376,0.9996638298034668
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1837_5.5h_52w_female_39a.png,114,13,251,302,0.9992434978485107
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1838_5.11h_82w_male_27a.png,181,36,408,797,0.9990783929824829
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1839_5.8h_73w_male_31a.png,116,29,317,581,0.9994730353355408
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/183_5.5h_53w_female_34a.png,77,7,228,607,0.9968961477279663
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1840_5.6h_54w_female_35a.png,147,24,391,784,0.9990652203559875
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1841_5.10h_64w_male_33a.png,167,49,342,683,0.9978607296943665
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1842_5.11h_58w_female_35a.png,297,99,371,386,0.9945554733276367
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1843_5.4h_53w_female_34a.png,120,15,347,767,0.9964961409568787
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1844_5.10h_73w_male_48a.png,118,0,327,642,0.9992809891700745
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1845_5.9h_66w_male_35a.png,159,35,378,797,0.99958735704422
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1846_5.10h_74w_male_29a.png,178,31,426,774,0.999451220035553
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1847_5.7h_71w_male_45a.png,115,2,350,669,0.9997472167015076
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1848_5.8h_58w_female_42a.png,164,53,320,566,0.9989515542984009
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1849_5.5h_55w_female_43a.png,189,52,323,559,0.9971339702606201
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/184_5.5h_65w_male_31a.png,72,5,234,538,0.9993013143539429
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1850_5.9h_57w_female_36a.png,163,70,313,653,0.9981282353401184
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1851_5.11h_52w_female_30a.png,149,43,311,688,0.9949053525924683
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1852_5.2h_51w_female_34a.png,119,47,301,588,0.994232714176178
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1853_6.5h_107w_male_46a.png,132,33,375,792,0.9997984766960144
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1854_5.3h_53w_female_40a.png,133,17,399,787,0.9989523887634277
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1855_5.5h_58w_female_33a.png,126,59,225,382,0.9996887445449829
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1856_5.9h_49w_female_32a.png,159,26,400,760,0.9996399879455566
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1857_5.9h_54w_female_32a.png,178,313,248,583,0.987231433391571
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1858_5.4h_57w_female_31a.png,146,33,401,774,0.997328519821167
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1859_5.3h_52w_female_30a.png,154,57,281,571,0.999394416809082
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/185_5.2h_55w_female_27a.png,78,2,248,605,0.9960668683052063
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1860_5.4h_64w_female_31a.png,150,33,400,786,0.9985256791114807
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1861_6.1h_97w_male_42a.png,54,3,181,381,0.9988113641738892
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1862_5.3h_54w_female_29a.png,160,29,397,792,0.9986221790313721
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1863_5.5h_64w_female_47a.png,14,78,296,694,0.9987657070159912
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1864_6h_98w_male_44a.png,5,20,173,424,0.9994126558303833
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1865_5.8h_57w_female_38a.png,124,56,212,380,0.9986335635185242
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1866_5.5h_56w_female_42a.png,157,16,320,670,0.9943498969078064
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1867_6h_82w_male_49a.png,156,35,391,789,0.9987205266952515
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1868_5.11h_78w_male_40a.png,133,20,382,766,0.9994077682495117
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1869_5.8h_61w_female_50a.png,135,14,375,779,0.9991693496704102
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/186_5.1h_50w_female_37a.png,59,0,228,598,0.9988580942153931
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1870_5.8h_68w_female_37a.png,197,76,344,575,0.9997761845588684
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1871_5.9h_67w_female_43a.png,120,31,346,628,0.9995813965797424
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1872_6.1h_77w_male_30a.png,144,21,361,779,0.9989357590675354
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1873_5.7h_59w_female_33a.png,173,18,396,769,0.9991952776908875
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1874_5.2h_56w_female_47a.png,134,29,376,788,0.9988641738891602
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1875_5.4h_49w_female_48a.png,176,0,338,766,0.9885215759277344
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1876_5.9h_78w_male_49a.png,89,15,305,692,0.9994125366210938
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1877_5.8h_73w_male_29a.png,170,26,394,739,0.9993813037872314
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1878_5.10h_74w_male_32a.png,143,7,380,760,0.9991590976715088
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1879_5.11h_77w_male_32a.png,141,14,395,782,0.9997021555900574
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/187_5.5h_60w_female_39a.png,67,5,275,511,0.9962955117225647
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1880_6.1h_82w_male_32a.png,148,30,377,763,0.9994563460350037
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1881_5.9h_75w_male_33a.png,126,12,347,783,0.9984079003334045
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1882_5.1h_51w_female_41a.png,125,18,379,770,0.9991639852523804
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1883_6h_74w_male_47a.png,124,9,343,674,0.9989420771598816
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1884_5.3h_48w_female_28a.png,166,31,408,782,0.9970760345458984
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1885_5.8h_58w_female_41a.png,141,21,371,643,0.9996421337127686
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1886_5.2h_52w_female_42a.png,141,45,224,366,0.9961599111557007
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1887_5.7h_57w_female_46a.png,117,10,341,802,0.9976704716682434
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1888_5.7h_54w_female_37a.png,144,47,267,553,0.9985377788543701
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1889_5.2h_57w_female_38a.png,157,36,412,772,0.999163031578064
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/188_6.1h_95w_male_40a.png,81,0,293,628,0.9971389770507812
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1890_5.7h_63w_female_40a.png,111,13,341,766,0.9973911046981812
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1891_5.9h_57w_female_39a.png,143,30,284,664,0.9984034895896912
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1892_5.11h_55w_female_34a.png,125,39,304,565,0.9968553781509399
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1893_5.8h_56w_female_25a.png,157,7,348,785,0.9992595314979553
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1894_6h_70w_male_26a.png,160,27,384,778,0.9997450709342957
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1895_5.8h_60w_female_26a.png,135,34,326,767,0.9976153373718262
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1896_5.2h_48w_female_26a.png,158,29,344,786,0.99737548828125
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1897_6.2h_78w_male_47a.png,130,89,320,666,0.9994182586669922
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1898_5.9h_68w_male_31a.png,159,29,383,785,0.9997138381004333
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1899_5.9h_65w_male_24a.png,146,3,387,761,0.9993851184844971
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/189_5.5h_52w_female_25a.png,87,9,266,599,0.9989365935325623
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/18_5.11h_61w_female_44a.png,88,0,289,633,0.9989172220230103
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1900_5.10h_71w_male_31a.png,136,2,350,760,0.998956561088562
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1901_5.9h_68w_male_30a.png,118,12,340,781,0.9989873766899109
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1902_6h_74w_male_29a.png,117,34,323,788,0.9961358904838562
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1903_5.3h_54w_female_50a.png,149,20,356,783,0.999011754989624
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1904_5.6h_54w_male_29a.png,193,89,278,408,0.9991554021835327
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1905_5.11h_79w_male_32a.png,152,21,389,768,0.9996848106384277
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1906_5.7h_61w_female_46a.png,164,32,394,804,0.9994162321090698
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1907_6.1h_83w_male_37a.png,155,14,369,683,0.9994459748268127
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1908_5.8h_56w_male_39a.png,129,60,271,553,0.9991900324821472
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1909_5.8h_59w_female_44a.png,137,18,334,768,0.998754620552063
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/190_6.6h_104w_male_47a.png,53,7,250,475,0.9553818702697754
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1910_5.9h_64w_female_36a.png,91,42,351,689,0.9876184463500977
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1911_5.3h_55w_female_34a.png,136,52,293,555,0.999829888343811
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1912_5.7h_67w_female_29a.png,132,37,375,783,0.9983618855476379
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1913_5.10h_54w_female_36a.png,144,31,326,723,0.9973874688148499
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1914_5.8h_72w_male_39a.png,143,24,366,674,0.9995844960212708
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1915_5.5h_58w_female_40a.png,156,73,335,569,0.9997715353965759
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1916_6.4h_89w_male_46a.png,121,12,331,774,0.9973326921463013
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1917_5.11h_79w_male_36a.png,106,3,326,673,0.9985041618347168
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1918_5.2h_52w_female_38a.png,149,9,326,683,0.99774569272995
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1919_5.7h_57w_female_41a.png,139,36,240,355,0.9991710186004639
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/191_5.7h_49w_male_17a.png,35,10,254,582,0.9871308207511902
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1920_5.2h_49w_female_29a.png,117,12,322,773,0.9958723187446594
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1921_5.11h_56w_female_33a.png,124,0,290,535,0.912761926651001
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1922_5.5h_52w_female_38a.png,87,55,251,556,0.9996095299720764
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1923_6.1h_53w_male_46a.png,169,33,407,768,0.999408483505249
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1924_5.3h_53w_female_35a.png,87,1,292,590,0.995511531829834
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1925_5.7h_57w_female_37a.png,113,18,286,626,0.9988180994987488
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1926_5.6h_56w_female_38a.png,119,39,270,543,0.9992857575416565
Celeb-FBI,/workspace/dataset/Celeb-FBI Dataset/1927_5.5h_59w_female_34a.png,124,25,330,616,0.9966821074485779
